sha256,num_files,num_unique_classes,class_ids,cross_class_duplicate,already_leaks_in_old_split,paths
2158cc8637b5cece3bd21f78f50507d3f4e0f1715bd2074571ba364b9d3881bd,1,1,33,0,0,Train/33/00001_00058_00020.png
215ee787fc1928eee8acd2a35afb355ed48213204484c40f159f374ea2a08a65,1,1,2,0,0,Train/2/00017_00021_00006.png
21668f022c7c624dc8f51f2b1805bf6b5e8355b27face652d84422433a6bec62,1,1,33,0,0,Train/33/00001_00027_00016.png
216d8e667ba43245a0006707e173b74bca20fe15b685f39d2e42e5e797e78ac7,1,1,7,0,0,Train/7/00025_00005_00002.png
216dcc37e666725f17949932bd84394520cf3bc8643e8914ce05cad1b8e26926,1,1,15,0,0,Train/15/00039_00003_00022.png
2174110fb498e34e451f4226a146c921df158711a2ed433cccacdfd7a726cf2d,1,1,3,0,0,Train/3/00019_00001_00004.png
21775dd4c3d27f5b30110fc44c0525cb74dd8ea12084bfbd2ce3f3633b4b3c02,1,1,1,0,0,Train/1/00014_00015_00011.png
217bd17d7deba686c1c047134ed3e49d3f17285fef66c25afed40175e0b2ac40,1,1,4,0,0,Train/4/00020_00006_00027.png
2185870512a48da68e4734a4fdf14ef427b1ca578d35a31f7490b764ede50fb3,1,1,4,0,0,Train/4/00020_00008_00005.png
2187d2ec6b77ca0b182042ea7af1c2ac6dbd4d353c06b4389424c9e1bfeed496,1,1,1,0,0,Train/1/00014_00007_00008.png
2190abe340bdd4d7fc451ca7182e18f7b0191c31a4ec6676ae4bdf4d21d9614e,1,1,6,0,0,Train/6/00023_00004_00012.png
21914887b76a057f980214e338d0d2a2d190dffca4b2fd1e8bbecd5999561253,2,1,30,0,0,Train/30/003_0025.png|Train/30/003_1_0025.png
219ff2b719e7dc5df55f3e4068a5304d68396eaa70c57f3af78d6e365e64e19c,1,1,33,0,0,Train/33/00001_00030_00010.png
21a8c460468c2756041846bf4653a86691ed1d48fad4a572a59ddd1cc028682f,1,1,14,0,0,Train/14/00038_00056_00020.png
21ae62144ee1340654e7dd5a86e8e4c333d8d3b85d7f261edae120ed98c3c5ed,1,1,12,0,0,Train/12/00034_00013_00012.png
21b4675eb073ba71586191259522587a3d2454eddf767550525c6ae3c1c7f033,1,1,12,0,0,Train/12/00034_00011_00028.png
21b4e4af5256cf24590999316d6a0d9fcecaea88bfc522e8da38f2054d1043b0,1,1,4,0,0,Train/4/00020_00007_00005.png
21bba5466f57be58ade308db988a844f642c10a0a009142e9c82b5e4722f4538,1,1,16,0,0,Train/16/00040_00006_00006.png
21bbdd5c7d90433a18b6c889418c5f3ef4124e89e95fc12cd2b7604e9b71f5ae,1,1,2,0,0,Train/2/00017_00020_00021.png
21bc55b0fe151ec1e18409194db67a085eb3aec262c1e0ab4952da9eb1274e95,1,1,33,0,0,Train/33/00001_00059_00023.png
21beabb7a84ca7bd15d3cbc3e004bc1a217b081d082d0b200c726ce24cfb09f7,1,1,13,0,0,Train/13/00035_00010_00019.png
21bf39ff30a1929ce75a46c6663e6bf3f6a075987acd8bc8d28cb9734d2ef70a,1,1,33,0,0,Train/33/00001_00053_00020.png
21c10994c6ac7ac0ed90e2a1fcb2a88edfe9a9cae8584d742e8aa7c866eab768,1,1,14,0,0,Train/14/00038_00006_00015.png
21c79edfb3474b4a1bcd6776f549e6a27114abcaeb8db04e73668eae461ff94b,8,1,37,0,0,Train/37/047_0001.png|Train/37/047_0002.png|Train/37/047_0003.png|Train/37/047_0004.png|Train/37/047_1_0001.png|Train/37/047_1_0002.png|Train/37/047_1_0003.png|Train/37/047_1_0004.png
21c96ab5dc720a28955091731983405f6366792591941952ea8dc00ae54cb067,1,1,3,0,0,Train/3/00019_00006_00011.png
21cb3e39e88bf905f13b4a2e274d428f3ed9293bdeb4c5afd3c77023fda7112f,1,1,1,0,0,Train/1/00014_00017_00014.png
21d27ec4865f2d4fea950d7718b6bacd00da8d74fbe816bffe95cb2d7d60015c,2,1,8,0,0,Train/8/035_0004.png|Train/8/035_1_0004.png
21daa12262ac05f7be20fb640b0223f6f95f169ecd09a4936c69468d2a76723a,1,1,12,0,0,Train/12/00034_00001_00009.png
21dcf7386fa47b3d31e82cc27972d1a15a006710e84615575811e007fdfc435a,1,1,4,0,0,Train/4/00020_00010_00005.png
21e5f45b02088bacc218ba5908d17a2194b539a2e048c340e2bb5583ae5b410e,1,1,11,0,0,Train/11/00033_00022_00021.png
21ebb6960aa547a00a0d56522f0908a71f8cf743e37ce6c66c1a09b6b6cc426a,1,1,15,0,0,Train/15/00039_00007_00009.png
21ecba6945df4eba3cf1f8731db70f15604c4a4750d00f40ab45ab0d9f42ad7b,1,1,2,0,0,Train/2/00017_00016_00001.png
21ecf67cfc785317b1b1ea25f7852dfab1461a5508b597f1a70766547dbc60b3,1,1,1,0,0,Train/1/00014_00007_00013.png
21fccadf405b5a4de0d2c1fad712408947f9685da312c4149a5f8f4fca562ca1,1,1,33,0,0,Train/33/00001_00018_00018.png
22008d3cdcdbdb42fa9eadb1977da3c8ffcad42269cc639fbcffc07463d3471f,1,1,9,0,0,Train/9/00028_00015_00019.png
220912ada67054fffd0e50c9c2e847307e023c1fd9aa41bc74e30667d6648f89,1,1,1,0,0,Train/1/00014_00022_00005.png
2213f6ca3e969df0aa35ed49887e168bc905a968ff9abc07c90bdd845f039dfe,1,1,14,0,0,Train/14/00038_00052_00009.png
2214d658402e77d75d93ed32f937a71dde5061828949238d788a4ecd5b9c771d,1,1,7,0,0,Train/7/00025_00027_00002.png
221e2636c113dd78b2065190494c91b83d820d9820e893662be1978da3142d4b,1,1,7,0,0,Train/7/00025_00032_00022.png
221f81494bc652e5c2e9b91b7593c6d7de593b7856777e136efe777ee92a28fa,1,1,2,0,0,Train/2/00017_00018_00004.png
22256b19681fd5d2b89170e6c74022c884ddbe7e61ba11e6b1cb9e3cafd68290,1,1,14,0,0,Train/14/00038_00048_00017.png
222c02dafcda5960218211befcad33e40586bde2e7b182f70828d1419caae062,1,1,1,0,0,Train/1/00014_00006_00020.png
222dabecd215fee277764e8c092eb99e678a04738aacb5f96a2384f81ac9ca8c,1,1,7,0,0,Train/7/00025_00047_00022.png
223136cb4f8539e9953b83dbd9b698a45d7602ee11ac80dd3656cc4257a136aa,1,1,2,0,0,Train/2/00017_00036_00016.png
223e14a7b79eaf798cd55cb9ee47548c187a1b0830e83ddea463e9530979e762,2,1,20,0,0,Train/20/017_0043.png|Train/20/017_1_0043.png
223e706b489dd86922509eb95c71da896fffa860948b7a7c5d3b9772b56fbaf3,1,1,12,0,0,Train/12/00034_00010_00005.png
223f85718450ce4d1bca5a74f25b0c90fd8ac6933b429218a980c42741271f62,1,1,7,0,0,Train/7/00025_00032_00014.png
22401568cfe8c3242862a3286ae868e4dee4a788194ad921445640786f291e3d,1,1,33,0,0,Train/33/00001_00003_00020.png
224151381f33cedf6ffbac40dafe9574b3145e2e78278f1c1bd036b1e1f04bcd,1,1,2,0,0,Train/2/00017_00033_00018.png
224a5d5b2da4362eedd5ad20e8abf5af66a77cd061abc8fafd80b56e830e4a81,1,1,33,0,0,Train/33/00001_00058_00001.png
22520a3366fe9679b2fede32bcd7c87cafc3bf64c41edcfdc59d43c928a38250,1,1,2,0,0,Train/2/00017_00018_00012.png
2257de631b9f624cff6d8a51d19437e98dcb0a7dedaacc0384b59896fd9c185b,1,1,33,0,0,Train/33/00001_00051_00014.png
2260ad68f444e82cee2eba29706d7a253d14d1df553dd398648f0da578407c91,1,1,29,0,0,Train/29/00000_00006_00019.png
2261182450f787d2578f53a4d260bc49ac9c23174aaac2d70d5d8390d00504f4,1,1,4,0,0,Train/4/00020_00005_00025.png
2282124b41c761b9b63b9172207f6dfdd19449c2c48783c28eecb922c8bf6661,1,1,7,0,0,Train/7/00025_00044_00007.png
22827240503343a28c7f299b2e1caf8a97472128cf8f46e6ec733cef8d20e785,1,1,2,0,0,Train/2/00017_00026_00019.png
22966bf2c5d7ead8b6ad0a7688c44cb947d33d853f37b9e2b948e2e4ffd99df5,1,1,14,0,0,Train/14/00038_00038_00008.png
229ba2a1d62fd2e0e46f278771fde63a074286587daebabd3803836d05495fa0,1,1,11,0,0,Train/11/00033_00010_00028.png
22a2daa7e863210caa34a03a1f4f1a061d3bb7a917d2e3cd044deb773f8a3370,1,1,2,0,0,Train/2/00017_00024_00021.png
22a6aa80051f675de6f0eea5fd946792f04f7a2638c1e4df06188b8054ed4fcd,1,1,3,0,0,Train/3/00019_00001_00002.png
22a805d04c2fbade359da13f7544483f194f17d127340f2a4124dd4d5c91a94e,1,1,14,0,0,Train/14/00038_00066_00005.png
22a841029e1c9cd6de0929b41fa9e16167448195eb245a166b1a4760fa834e2e,1,1,13,0,0,Train/13/00035_00003_00009.png
22a981970be72f507862690ae74690f4cc62e1e0bc7c44d9ff24f067e79499d4,1,1,12,0,0,Train/12/00034_00012_00005.png
22b56d8c53efb813d45e4e0887fe2b2dd1a0d7a9bdb1db361e9b68f0684d84cd,1,1,9,0,0,Train/9/00028_00011_00019.png
22b63ef2bae7538c53aafdf82228d8496a83a384544e3a4d2291fefd65c8f11a,1,1,13,0,0,Train/13/00035_00036_00005.png
22bb517d811320daff6c273565274c8a95154d73b286c2c41a08c5f196c2ba32,1,1,7,0,0,Train/7/00025_00015_00013.png
22bcf3bad834e351765f26e6ebf6a91f0c3a4c37f3a0576b66ccfe89e4396ea4,1,1,12,0,0,Train/12/00034_00002_00021.png
22c2ebb268a96cd989b933fb3270b82ada18c3c9d1f83b9e32355023ed2b9399,1,1,1,0,0,Train/1/00014_00023_00019.png
22ca5fb621896607a549d92952a52c22e52e9a9f1aa6851f50a17145d0abcdbc,1,1,7,0,0,Train/7/00025_00000_00012.png
22cbce4816474087784125543bf66efdf29242e444849c46ca47c30dd6efa43c,1,1,29,0,0,Train/29/00000_00001_00005.png
22cd9844e813786363141f2969f11ae237920b49353f4800a53ca98598ff4d54,1,1,1,0,0,Train/1/00014_00001_00000.png
22d01684da2131d39b3c2cb6a8c2aac91d5a4c1db23b375624611013af56fbf9,1,1,11,0,0,Train/11/00033_00004_00001.png
22d25957f7ef5944662071a37ff0a3b9819cbc52479012405c1c201a2b556e57,1,1,7,0,0,Train/7/00025_00048_00004.png
22dcc78fda7a023abab0aacfedf12a723b84158692f5acef8b6bd336ab23b1db,1,1,33,0,0,Train/33/00001_00010_00004.png
22dde187676263f59985e2132bb369781d1e849dc88ca2a0fb153b0768c50a22,1,1,14,0,0,Train/14/00038_00049_00012.png
22e1efdc72df7d7aa6b6350ce71c39de4f68ad5542a2fce6b6816e43b3bd0471,1,1,13,0,0,Train/13/00035_00005_00011.png
22ed627a6ec2e4713e11d0637b8173923ada145507fd63579d8f6ec0ff7dda4e,1,1,14,0,0,Train/14/00038_00063_00011.png
22f2823d54d9c2ab107f2d12e13a26fc4a058ba6fc02f313dc40eda79e22e470,1,1,7,0,0,Train/7/00025_00004_00027.png
22f50d090596fe1fd43e11599fa7b28642d1d02f3301fed7cd54e633c6db91c5,1,1,2,0,0,Train/2/00017_00011_00004.png
22f5993d374fd7951da2cc8338cde19ef3abbdef53bc5f67d1b63c9864491135,1,1,5,0,0,Train/5/00021_00000_00001.png
22fd129a640d40f0b5d6265fc163264ed516b281da85223309a84f042701b856,1,1,11,0,0,Train/11/00033_00017_00022.png
22fdd845314748c59e190225b46b5cf7bedce96898cefc1d1171a3e2a9404abc,1,1,13,0,0,Train/13/00035_00035_00024.png
2302c074bb0ae9e0cb064f8f56ac1014b003bd7e43f5101b0dce2eb60023f541,1,1,33,0,0,Train/33/00001_00051_00012.png
23073b50d64e42ec877f329f86c9a7b6fdd9fa6f15eb40af1ac2b189c2af46f8,1,1,6,0,0,Train/6/00023_00010_00000.png
230978c9b782884ae684e131b840fb7f44d86c6526306b2299d3218c82466638,1,1,7,0,0,Train/7/00025_00034_00019.png
230bac0bdd30442292d321cdfaf5b27a54b51350458b99d5e5ea2a3789e8b49b,1,1,7,0,0,Train/7/00025_00007_00018.png
231766f9f8cfc0e407ee47591bf89a53322d172363943493deef1e0ea598f5ef,1,1,5,0,0,Train/5/00021_00004_00027.png
231b3570decc26256a017a36ee6047bcc050187633012a2722cfffa967d64984,1,1,1,0,0,Train/1/00014_00022_00011.png
231f93c020b08353254a7997fa6bf40a4dbd44569175e4e5d6ecee1f3e2162c0,1,1,7,0,0,Train/7/00025_00025_00015.png
232779f1ab9ad39b9eac73b5d146c971a5a530df2ce51e2bf28e0e9581c2125c,1,1,14,0,0,Train/14/00038_00036_00012.png
232986de11715805ffd75a1c544c97d73179e697f41d116c43b35b4a75af1f21,1,1,13,0,0,Train/13/00035_00026_00027.png
2329e8c2338e5f86ae27f0a39671ce42723d0a176e89d51e0c4ebb4e69e62803,1,1,2,0,0,Train/2/00017_00000_00011.png
232caf8d462f3f349e65746c675436fb51cffe9d38431113abe8ea6ce74d1b8a,1,1,13,0,0,Train/13/00035_00017_00021.png
232cdb868a828b4acd5735e27e66bb06c556695aa1d5178f779221ca412f1a7a,1,1,15,0,0,Train/15/00039_00002_00024.png
232fb8638e3dde268eb5798822450776beaebd97614ec87a3e7f70f1f66aac60,1,1,7,0,0,Train/7/00025_00048_00016.png
23315fbfa2c974a5d96879e0abc5ca481703afcf79c67b231e1426ee160b1903,1,1,7,0,0,Train/7/00025_00039_00006.png
23349a4f225157a23e8aac3c7e0b66b66216f09ee02d315a06c59b1514b34b76,1,1,9,0,0,Train/9/00028_00000_00008.png
2337a2b5698c778631e79a8275c5d23466ca70375f38e507c9ac34037deaeca8,1,1,14,0,0,Train/14/00038_00026_00014.png
233807f7da6e4d45529f925211df39a4fa15d882cfb14008e25a1ceb71638906,1,1,33,0,0,Train/33/00001_00033_00025.png
233ed939d0483149422e1d06197ba203acf592e2715ef718d689cb935a83170d,1,1,14,0,0,Train/14/00038_00014_00019.png
23458dbae0bf19c4698e14ee7bd30bf7a2efe8a985987fcccd1199cbf27ebe5a,2,1,39,0,0,Train/39/054_0009.png|Train/39/054_1_0009.png
23479cdb63cfdfcf091a6556d64ad6a879d47a3fa1abef21bbc567096f665f32,1,1,7,0,0,Train/7/00025_00025_00005.png
23494026f2a4e9a16cc5435f6740f20ae9b93d17b7995750eae4d9f91bb09fc5,2,1,39,0,0,Train/39/054_0032.png|Train/39/054_1_0032.png
234bcc189e171a04fb2c7bdd6e396e82571d1c1007150f3d26b1134711192688,1,1,3,0,0,Train/3/00019_00001_00021.png
234c34ecfa0414b3c7e63b9d6e661c13458d412ffb4bbbb396485c54fa8ba9ac,1,1,7,0,0,Train/7/00025_00040_00013.png
234ecd9becd1a935c683152ad80ff9a511faad2a9f36366bf7a547e5ba491298,1,1,33,0,0,Train/33/00001_00039_00005.png
234f2f2c1d9e4d9b84360e74d211a026db5c74470f2914eb82b9e892d83d5391,2,1,20,0,0,Train/20/017_0026.png|Train/20/017_1_0026.png
2350693718639f3ba2a040aa9dceacf8e705c6ecd818a957a8f643c78524fb9e,1,1,10,0,0,Train/10/00029_00005_00025.png
235e391e4c907e2752d084229c7651626041da078d593d0bf80caa7dfdcac24f,1,1,2,0,0,Train/2/00017_00005_00000.png
2360f0ee66e8e7cfc2b6869208f7c94d4ccba0b2c041022811ea1d79624fccbd,1,1,14,0,0,Train/14/00038_00002_00020.png
23639086f621c00329570135129a478030d1e9a3b121e1cbe9df212e06709f2e,1,1,13,0,0,Train/13/00035_00017_00023.png
2363b61966fb2b5a0895e95776ebdadedc65c1fcec01fd90d6c7290a3d3629e8,1,1,7,0,0,Train/7/00025_00021_00005.png
2372f438159eb2a8b65bd96ac5fa7c6d99baee8af073e8543399029066499a18,1,1,11,0,0,Train/11/00033_00010_00027.png
23757e507a0f73962b211810a5c2920bab72817962b2ae1937d30a5dede58066,1,1,9,0,0,Train/9/00028_00008_00021.png
23773845f2ce26fde8658e778c5b76cddd245a46e79198ce378a7a980bf328f5,1,1,15,0,0,Train/15/00039_00000_00014.png
2378faea7f78972b00dc9d350e35e52702aff5d2b3e6b70223f534f0a70b0dbe,4,2,5;18,1,0,Train/5/005_0082.png|Train/5/005_1_0082.png|Train/18/005_0082.png|Train/18/005_1_0082.png
237bae8a58f8ec70d760e2a976d39f36f4fe1a6f48bf48abf08e474ca5fac476,1,1,7,0,0,Train/7/00025_00021_00011.png
2388dff61a51e2fc561ffebfd493efe315da6849286e9c82c39a6fcfe08b0a04,1,1,11,0,0,Train/11/00033_00015_00019.png
2390a4658b2c3630aac8e8536b6cf8d9573925de89e3d34866a3c6b33dfdd6cc,1,1,2,0,0,Train/2/00017_00027_00018.png
23935fcb711b123949da1249099992e214b2bdd370c6fec01e61a63e47e315a7,1,1,7,0,0,Train/7/00025_00021_00009.png
239a1fb5cc7299d44cbde975653c5608768584ea489d9ba31b2d980dae741076,2,1,30,0,0,Train/30/003_0119.png|Train/30/003_1_0119.png
239ae37f69279daf83f531e854f7fb8240b5a0ac8f363f88c4c5f1ddc930bd85,1,1,5,0,0,Train/5/00021_00008_00024.png
239d140c08bb12eaa56e916fad1cdf2f9b8e6a66e5c08d1ff9695eacf2a03516,1,1,14,0,0,Train/14/00038_00060_00026.png
239dac569a0f09bbb6571fd2687c7595d3cc51da86d970d6f8a32d28543d9152,1,1,7,0,0,Train/7/00025_00013_00019.png
23a28d522a0ecbc087e5b4073f3bfc270eef3a21e93195d8ade0165ac855e16b,1,1,7,0,0,Train/7/00025_00011_00010.png
23acf0dcfa4750fb9db468ff270c465e0ddb695f076f7c8441ee98aac181dd21,1,1,14,0,0,Train/14/00038_00062_00027.png
23af6c631b37c5bed1be8b086fce3d5869f7d5443074b7908c15ca77bc612c59,1,1,33,0,0,Train/33/00001_00027_00023.png
23b06cd9711f8ae0cdefb5dac4f084c39c5ea7228eba24fa2b8f41312ee9177f,1,1,9,0,0,Train/9/00028_00017_00022.png
23b63affe96c1d034acc719aac83aded80324a351e495d118afcef7e713c87dc,1,1,33,0,0,Train/33/00001_00024_00003.png
23bb53a56439cb33885d87324c593b0ad9296beb2c400f83f0fcb2c99d1d6a94,1,1,13,0,0,Train/13/00035_00017_00006.png
23bd3ff0efb21da461bd30580236ea801dd25f955650a67f72fb1b8897bc3cbb,1,1,33,0,0,Train/33/00001_00065_00007.png
23bef2e2f7eae58c26f08a86ed4ba1f7e3772a4cc155ffb51f9f6b4f5c23b63b,1,1,29,0,0,Train/29/00000_00003_00005.png
23c31a3c2757c81016ff638b6ffcb76fde70960b0b550bdcb34df140384eb8dc,1,1,14,0,0,Train/14/00038_00068_00026.png
23c917584d4be7b1b522dd3f820b6adbf8ed8efaa2218a10425b1a74f98c8f01,1,1,4,0,0,Train/4/00020_00010_00017.png
23cac4e7e8d37a8de57c985bdb63895e6ce2d4af83e2f7dc03727ff70dfce6ec,1,1,13,0,0,Train/13/00035_00012_00019.png
23cf470ce8e61583157fca5d3651dfd6512b8109c859839ff0a4f8e294d17c36,1,1,33,0,0,Train/33/00001_00070_00022.png
23d0131907b024c3cc3dc81b4398d7ab6df9e4751200fafc8dfb2d5e4cdea514,1,1,7,0,0,Train/7/00025_00045_00006.png
23d0b861da65d73db31cdc018dedf8e3bc2dd11996c67998e37ee71f28a1b50b,1,1,12,0,0,Train/12/00034_00005_00024.png
23d4c12117576ec7c6723b6f838781cebdfed6bff9fd6de4a87c9ed6d5fb9c31,1,1,33,0,0,Train/33/00001_00032_00028.png
23d5d343ef90bcc46d2d67ecd1a53e01b529ae0def00e2dd3880e18d6a3423da,1,1,16,0,0,Train/16/00040_00009_00029.png
23dc8aaa75cae2882f1ee0595d055534794d9e5dda4af0e31682fe7b66d77df9,1,1,14,0,0,Train/14/00038_00007_00009.png
23e3dd61c49b952f54793ba4433ea2d9ef6b371447a5036f0d7be7c50e868886,1,1,33,0,0,Train/33/00001_00041_00019.png
23e99111943670b35dc98c9d73665dffb608ecfa3e6baec08b94b5a235d69ea8,1,1,13,0,0,Train/13/00035_00006_00023.png
23ebb131ce5b62c4c3c9826e652bebb448c65f6850e11f022a31bd5b30ad5d0e,1,1,13,0,0,Train/13/00035_00036_00017.png
23ecca078f02ac889a294d5e87a7dbcfd861cf9cc15906193d5e207cc335df99,1,1,2,0,0,Train/2/00017_00018_00017.png
23f2ee1ee111bae8169f90d6f000e4f39bd7757cd5d337b2079e1796cf1ba8dc,1,1,13,0,0,Train/13/00035_00029_00023.png
23fdbb1c106a46ab18634d6e91bb5e6043755173228d365a7a6389a526f15e53,1,1,14,0,0,Train/14/00038_00064_00026.png
240026379959a41af7183435b8984235de90fefd91bb42fdcc0a99d6a2016b62,1,1,7,0,0,Train/7/00025_00030_00000.png
2404d030b5e0dac06d3edcc83f487d3fb489d37b6f04f6b0a8e313a57b3f1af8,1,1,33,0,0,Train/33/00001_00030_00018.png
24117a9083f028eb110e8c00b7cfea44ade3eed9202e08d6fc711fadf3831c55,1,1,10,0,0,Train/10/00029_00008_00023.png
2416b66655ee1e17ff3686bf87d8d683c515d7aafb48c09420f663560a701358,1,1,14,0,0,Train/14/00038_00063_00022.png
241b0ba2eb64d01dc9754af508f887ba8e5092c97cb643ba575dfd0a58ae64d4,1,1,11,0,0,Train/11/00033_00001_00005.png
241f7e264b0d98274fa3eac29b6fcb91133541cd9fcaadabf67ed11e2a4330bc,1,1,6,0,0,Train/6/00023_00007_00006.png
24261c6394b092297b433b49058987331070493a348fe4253dcb839619d29d55,1,1,12,0,0,Train/12/00034_00010_00029.png
2426d3705f4379ad062bf4a0e70b3c42164a1c1ab1987480957b15ee5ac92d22,1,1,14,0,0,Train/14/00038_00063_00008.png
2427769634a4ea9a1972a360aa26b8c3dd5c65f88ca56c2c0d35865b50ad9d3c,1,1,12,0,0,Train/12/00034_00006_00029.png
242d220c88498e8a1a62c13b1e08af1a1c8a309e70a24ff923af35a2ef5bb569,1,1,5,0,0,Train/5/00021_00007_00010.png
242f75af6a4c9ceb7e2817854cfd518779e4c3e283c01a0816564078c08ff74d,1,1,4,0,0,Train/4/00020_00003_00023.png
243075abda341273a9a21cbf2d3105aec1463de91f1ec4050e2ed26339196be6,1,1,7,0,0,Train/7/00025_00012_00009.png
244c717abe17312b2bdaf2ebaba6f81529b5b0897f818983a9e0b19568c43d20,1,1,14,0,0,Train/14/00038_00036_00007.png
2452d9a969769c1d9cbd578ca1bc9254fe52270b214e9544fbf6880e173b25d4,1,1,33,0,0,Train/33/00001_00003_00003.png
245a59c08806925702d661ed9a97161fbfb689988298f6ad461e88561fe37573,1,1,16,0,0,Train/16/00040_00010_00018.png
245fc52c6bbf837e8eeb986305d60cab4fad224f1615632b28af00dbfa8a009c,1,1,2,0,0,Train/2/00017_00016_00029.png
246002e85d1274d97c17c82a9a999ae81c9dc0df5aed27534f38389f612ae868,1,1,29,0,0,Train/29/00000_00006_00027.png
24653f02e7025112c4ada7dfcfc7df71f6854e8facb00e305c895171472177d1,1,1,16,0,0,Train/16/00040_00000_00011.png
246c28072324839d7ca9089941863d063a2897ede501c69730bc620f55538c17,1,1,33,0,0,Train/33/00001_00073_00010.png
246e485596ffbf1463651c4212c9e3fbdddd65d6e8eab3a44a07f1f5967bc985,1,1,33,0,0,Train/33/00001_00016_00015.png
247080e09354996ed65e901dc58b4dc29b3e73f42fc782df5d496d42a45eb49e,1,1,14,0,0,Train/14/00038_00048_00006.png
247c9a64e14d0ed0a8863909914eb6e8d2290efe178f5cac82d646f2da8a90bc,1,1,13,0,0,Train/13/00035_00038_00021.png
247c9f2f7903830aa8af3d25b8b99afe4be151317219f3f6fb46e869d191baaf,1,1,4,0,0,Train/4/00020_00002_00011.png
247d710d29e1c94c16aa1344b981af8a98a118db3a6e4434b3163a073f046c9e,1,1,14,0,0,Train/14/00038_00026_00029.png
248396a31c6212f97782a64eaf1e5174aa754a3fb325dc1e992b5a81e6b52f0d,1,1,1,0,0,Train/1/00014_00021_00001.png
2491b59a1e2069911dee024914f97b792910d2369c6bc72511f1c1c31a8a3b87,1,1,12,0,0,Train/12/00034_00013_00003.png
2491e0cd92e163c98786f5ff84eed0efe3dad0241e0f2994a48de13d4ba17940,1,1,2,0,0,Train/2/00017_00009_00022.png
2499e8a2db48c3372edd22fde1ea3406d8315d1ef50fa4c8cf22f565a143ac1f,1,1,33,0,0,Train/33/00001_00028_00007.png
24a070029a98f56827831369ecdf6017d34a974f22aa97684923f87a2300bd49,1,1,33,0,0,Train/33/00001_00055_00027.png
24a28273e3330e7276f49bbebd078da5a1b95638dd4311f85fadf9058084979c,1,1,1,0,0,Train/1/00014_00023_00026.png
24a319cc36a3493bdd14810ff8f19bc3645f096da02c9bd4e62ff754bb212ccc,1,1,3,0,0,Train/3/00019_00005_00004.png
24a49a669618db69041878977ca035dd7ce0702553de43144528da32629796de,1,1,13,0,0,Train/13/00035_00012_00011.png
24a5db1856def58be2bb2a3eae01fac669df72e33ac7b6f1c364a7f164189284,1,1,14,0,0,Train/14/00038_00006_00004.png
24a6f061de148d11d9b93eb4fdeeb51ca3ef27da8b48e1e56b5bc37f0095ebe2,1,1,33,0,0,Train/33/00001_00035_00023.png
24b12df0c63c7b750838cd9c0beadd38bf77e61fe6f76ad0ac85b755a13e2eba,1,1,2,0,0,Train/2/00017_00025_00018.png
24c3df88e7fb8dc92252369bcdc33a2ae32ba2caa4d16a19842ede50bd6592c0,1,1,5,0,0,Train/5/00021_00003_00015.png
24c472b4bcad9fd9cfb622eeea0c340caa99ab1c84c6c0cc1d4bda227cec89c6,1,1,7,0,0,Train/7/00025_00018_00000.png
24c4fe3a77b3ebfec862040314427f5970f4dac2d259e7e7910e1254944db375,1,1,1,0,0,Train/1/00014_00015_00016.png
24cadbef5f9c74af1fa99bab4e42410dc549fece11b65875fa4b2923f50dc7ae,1,1,14,0,0,Train/14/00038_00024_00027.png
24cff2877a4eef05acad8c062a7c51595f7326031be4a6c1e050f85754a66cf4,1,1,1,0,0,Train/1/00014_00007_00015.png
24d288217e72ef1d54c5d979607e665e37fc2ed8b5ef70fc459a3ee62d20b14a,1,1,14,0,0,Train/14/00038_00038_00003.png
24d2977892e9abc23d3bfc2d26e37b07711fc3e81911acc1769c5a88a35b4507,1,1,2,0,0,Train/2/00017_00012_00018.png
24d6022cf901f2194b488a4bc2085f8bf06f7ef252abb4ff91e64f7451a09495,1,1,7,0,0,Train/7/00025_00029_00006.png
24e03603104e020771693cc975216ff51ce078d4aebe6f35dce22dfc12d72afb,1,1,33,0,0,Train/33/00001_00021_00022.png
24e28c3719e7f00469082cc94482dd6853270a670c532d4a2ea8547db402136f,1,1,3,0,0,Train/3/00019_00000_00023.png
24e99f846d368a0620a3a6d72051931d72d1eb462c0ed920f3d9c49f736a0407,1,1,33,0,0,Train/33/00001_00002_00016.png
24ea09b79cbca4e55fc28d50250cd2c1197100dbb206cfe2340e92b523214434,2,1,30,0,0,Train/30/003_0072.png|Train/30/003_1_0072.png
24ed7c5139ee7bf38e52c0633c9eb6b91d350a55f44b1181b49316d842339b25,1,1,9,0,0,Train/9/00028_00009_00022.png
24f2c28442b3a6528e11abf068d5a573d13329ec5e92c5e1bdaddb8a2da12ba7,1,1,29,0,0,Train/29/00000_00000_00003.png
24f31606c0dce27d4b15acd840b4caab4edaefca9382a95650cc78a7bed863a8,1,1,10,0,0,Train/10/00029_00006_00020.png
24f4a577bf794481171df68933e6959c82e61f23226693c919ff29efcc3a432c,1,1,9,0,0,Train/9/00028_00000_00007.png
24f4e8065ea8ceeb68ee5757fe1941a9630e3e94ab6f530bf61e2b7bb5ccd88b,1,1,10,0,0,Train/10/00029_00003_00016.png
24f86f9846d20dd0d7c4ce29c530d809e5a664424f145096c90e51b25ff021c6,1,1,33,0,0,Train/33/00001_00039_00020.png
24fa4a740fe6c7149afd672e6515e09848aaf718b8e18d8c1f63b04497fcc77a,1,1,14,0,0,Train/14/00038_00028_00016.png
